t0,t1,source,label
5.160458452722063,6.538681948424069,Initial,risa
8.048710601719197,12.226361031518625,Initial,risa
27.12607449856733,27.70773638968481,Initial,risa
29.432664756446997,31.197707736389685,Initial,risa
41.21776504297994,42.46704871060172,Initial,risa
49.232091690544415,50.13467048710602,Initial,risa
51.68481375358167,52.48710601719198,Initial,risa
59.03151862464183,60.51575931232092,Initial,risa
72.92836676217765,75.27507163323783,Initial,risa
76.55873925501433,79.432664756447,Initial,risa
81.84527220630372,85.0945558739255,Initial,risa
89.95415472779369,90.37535816618912,Initial,risa
100.621776504298,101.17765042979944,Initial,risa
105.621776504298,106.29799426934098,Initial,risa
106.6647564469914,107.02578796561605,Initial,risa
108.9512893982808,111.5243553008596,Initial,risa
112.48710601719198,113.02865329512896,Initial,risa
120.98280802292264,122.64756446991404,Initial,risa
129.93409742120343,131.03724928366762,Initial,risa
144.37249283667623,145.2750716332378,Initial,risa
152.44699140401147,152.82808022922637,Initial,risa
155.46131805157594,157.02578796561605,Initial,risa
158.0888252148997,158.34957020057303,Initial,risa
163.810888252149,164.31232091690543,Initial,risa
167.02578796561605,167.40687679083095,Initial,risa
180.2951289398281,182.06590257879657,Initial,risa
186.6848137535817,188.93123209169053,Initial,risa
203.97134670487105,207.2063037249284,Initial,risa
212.50716332378224,214.27220630372491,Initial,risa
219.55300859598853,220.79656160458453,Initial,risa
223.5702005730659,227.38681948424068,Initial,risa
232.2865329512894,232.88825214899717,Initial,risa
239.17191977077363,239.41260744985672,Initial,risa
243.30945558739256,243.7106017191977,Initial,risa
256.378223495702,256.9799426934097,Initial,risa
261.18338108882523,262.7679083094556,Initial,risa
275.9570200573066,278.20916905444125,Initial,risa
