t0,t1,source,label
6.022922636103152,6.343839541547278,Initial,risa
31.945558739255013,34.91404011461318,Initial,risa
36.80515759312321,39.61318051575931,Initial,risa
47.76790830945559,49.051575931232094,Initial,risa
52.166189111747855,52.96848137535817,Initial,risa
67.62750716332378,68.48997134670488,Initial,risa
76.82521489971347,78.38968481375358,Initial,risa
79.13180515759312,82.34670487106017,Initial,risa
86.05000000000001,86.822,Added,no_risa
87.9484240687679,89.07163323782235,Initial,risa
89.89398280802293,91.03724928366762,Initial,risa
99.07163323782235,100.10028653295127,Initial,risa
102.96848137535817,103.40974212034384,Initial,risa
108.91117478510029,110.29512893982807,Initial,risa
113.93123209169056,115.43553008595988,Initial,risa
122.02578796561605,123.36962750716332,Initial,risa
138.61031518624642,139.0916905444126,Initial,risa
141.58452722063038,142.76790830945558,Initial,risa
146.26361031518624,148.02865329512895,Initial,risa
150.2951289398281,150.9971346704871,Initial,risa
155.64183381088824,158.22922636103152,Initial,risa
176.46418338108882,177.84813753581662,Initial,risa
179.512893982808,181.55873925501436,Initial,risa
182.52722063037248,184.9942693409742,Initial,risa
185.5358166189112,185.79656160458453,Initial,risa
195.054441260745,196.5845272206304,Initial,risa
211.945558739255,212.64756446991404,Initial,risa
213.79083094555875,214.7936962750716,Initial,risa
232.74785100286533,234.61318051575927,Initial,risa
237.64756446991404,239.41260744985672,Initial,risa
249.15186246418335,251.01719197707737,Initial,risa
253.77,255.05,Added,no_risa
257.58739255014325,258.0085959885387,Initial,risa
259.77,260.35299999999995,Added,no_risa
263.7507163323782,267.10601719197706,Initial,risa
271.95,272.628,Added,no_risa
286.8051575931232,287.72779369627506,Initial,risa
289.6131805157593,291.2177650429799,Initial,risa
299.27220630372494,302.0458452722063,Initial,risa
304.1719197707736,305.63610315186247,Initial,risa
307.91,308.882,Added,no_risa
309.512893982808,310.49570200573066,Initial,risa
320.3352435530086,320.5959885386819,Initial,risa
