t0,t1,source,label
31.9054441260745,33.65042979942693,Initial,risa
39.3323782234957,41.71919770773639,Initial,risa
48.16905444126075,48.59025787965616,Initial,risa
50.421203438395416,52.106017191977074,Initial,risa
55.34097421203438,57.34670487106017,Initial,risa
66.49856733524355,66.93982808022923,Initial,risa
75.86246418338109,76.47851002865329,Initial,risa
104.25214899713468,104.4727793696275,Initial,risa
116.76504297994268,117.22636103151862,Initial,risa
127.1461318051576,128.46991404011462,Initial,risa
130.94269340974213,132.44699140401147,Initial,risa
133.69054441260744,134.432664756447,Initial,risa
