t0,t1,source,label
9.07163323782235,11.15759312320917,Initial,risa
20.034383954154727,20.57593123209169,Initial,risa
22.968481375358166,23.51002865329513,Initial,risa
29.994269340974213,31.979942693409743,Initial,risa
35.862464183381086,36.71919770773639,Initial,risa
42.04584527220631,42.50716332378224,Initial,risa
53.55014326647565,53.85100286532951,Initial,risa
56.98567335243553,58.289398280802295,Initial,risa
65.71000000000001,66.80300000000001,Added,risa
68.63037249283667,68.99140401146131,Initial,risa
70.84240687679083,72.06590257879657,Initial,risa
85.07449856733524,86.91977077363897,Initial,risa
100.0,101.40401146131804,Initial,risa
102.78796561604584,105.03438395415472,Initial,risa
