t0,t1,source,label
29.492836676217763,30.01432664756447,Initial,risa
39.07163323782235,40.59598853868195,Initial,risa
45.67621776504298,46.69914040114613,Initial,risa
65.11461318051576,66.07736389684814,Initial,risa
66.45845272206304,66.91977077363897,Initial,risa
80.10028653295129,80.34097421203438,Initial,risa
88.40974212034384,91.98567335243553,Initial,risa
100.8166189111748,101.93982808022923,Initial,risa
109.53295128939828,111.97994269340974,Initial,risa
117.36676217765044,118.40974212034384,Initial,risa
146.5243553008596,147.0859598853868,Initial,risa
150.0,150.2406876790831,Initial,risa
