t0,t1,source,label
6.378223495702006,6.6389684813753576,Initial,risa
11.89,12.564,Added,no_risa
41.1432664756447,42.22636103151862,Initial,risa
60.315186246418335,61.33810888252149,Initial,risa
74.55300859598854,75.31518624641834,Initial,risa
75.67621776504298,76.05730659025788,Initial,risa
98.48997134670488,99.27220630372491,Initial,risa
100.37535816618912,101.39828080229226,Initial,risa
117.86819484240688,120.55587392550144,Initial,risa
171.63896848137537,171.97994269340975,Initial,risa
190.73638968481376,191.0372492836676,Initial,risa
201.17765042979943,201.95988538681948,Initial,risa
217.8681948424069,219.53295128939828,Initial,risa
230.4813753581662,230.8968481375358,Initial,risa
243.34957020057303,244.3323782234957,Initial,risa
257.70773638968484,259.0315186246418,Initial,risa
261.7048710601719,263.30945558739256,Initial,risa
267.1461318051576,268.3295128939828,Initial,risa
286.96561604584525,288.4699140401146,Initial,risa
317.72779369627506,318.8710601719198,Initial,risa
325.0143266475645,325.83667621776505,Initial,risa
329.1518624641834,331.5243553008596,Initial,risa
348.65042979942695,350.0143266475645,Initial,risa
350.9971346704871,351.27793696275074,Initial,risa
