t0,t1,source,label
3.810888252148997,7.0,Initial,risa
12.005730659025788,12.44699140401146,Initial,risa
12.667621776504298,13.369627507163324,Initial,risa
22.206303724928368,23.79083094555874,Initial,risa
32.587392550143264,32.787965616045845,Initial,risa
34.3323782234957,35.07449856733524,Initial,risa
58.9512893982808,62.04584527220631,Initial,risa
67.16618911174785,68.63037249283667,Initial,risa
74.61318051575931,79.53295128939828,Initial,risa
84.17191977077364,88.22922636103152,Initial,risa
107.20630372492836,107.62750716332378,Initial,risa
109.69340974212034,109.9140401146132,Initial,risa
122.92836676217765,125.49570200573066,Initial,risa
154.7134670487106,156.97994269340975,Initial,risa
173.36962750716333,174.47277936962752,Initial,risa
179.432664756447,181.5042979942693,Initial,risa
184.8939828080229,185.8767908309456,Initial,risa
190.82234957020057,192.1461318051576,Initial,risa
215.09455587392551,218.4297994269341,Initial,risa
220.0401146131805,221.82521489971347,Initial,risa
239.512893982808,240.756446991404,Initial,risa
253.189111747851,255.54154727793696,Initial,risa
263.55014326647563,267.7879656160458,Initial,risa
