t0,t1,source,label
12.426934097421205,14.994269340974212,Initial,risa
54.39255014326648,56.97994269340974,Initial,risa
60.02005730659026,61.04297994269341,Initial,risa
84.01146131805157,86.97994269340974,Initial,risa
87.34670487106017,88.46991404011462,Initial,risa
90.16045845272208,91.54441260744986,Initial,risa
92.4269340974212,93.38968481375358,Initial,risa
99.7134670487106,100.67621776504298,Initial,risa
105.4813753581662,106.70487106017193,Initial,risa
119.51289398280802,121.97994269340974,Initial,risa
130.35530085959886,131.1031518624642,Initial,risa
141.323782234957,142.64756446991404,Initial,risa
146.847,147.547,Added_transcript,risa
150.36103151862463,151.22349570200572,Initial,risa
