t0,t1,source,label
9.793696275071634,10.415472779369628,Initial,risa
11.33810888252149,11.979942693409743,Initial,risa
28.10888252148997,28.931232091690543,Initial,risa
30.020057306590257,31.04297994269341,Initial,risa
42.18624641833811,42.787965616045845,Initial,risa
70.65616045845272,70.87679083094557,Initial,risa
77.04584527220631,77.58739255014326,Initial,risa
78.22922636103152,79.77363896848138,Initial,risa
100.1948424068768,100.51575931232092,Initial,risa
106.42406876790832,107.7679083094556,Initial,risa
117.22636103151862,118.36962750716332,Initial,risa
